Entry	Status	Organism	Subcellular location [CC]
Q8VCT4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:15220344}. Cytoplasm, cytosol {ECO:0000269|PubMed:15220344}. Lipid droplet {ECO:0000269|PubMed:15220344}.
O89094	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11175259}. Nucleus {ECO:0000269|PubMed:11175259}.
P24270	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Peroxisome.
P97821	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Lysosome.
B9EKE5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Colocalized with TTC17 at F-actin rich zones and at dynamic plasma membrane protrusions. {ECO:0000250}.
Q9JIA9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Lysosome {ECO:0000305}.
P56203	reviewed	Mus musculus (Mouse)	
Q9D9H8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q3V0A6	reviewed	Mus musculus (Mouse)	
Q09LZ8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17244818}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q5VU57}. Golgi apparatus {ECO:0000250|UniProtKB:Q5VU57}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q5VU57}. Note=Colocalizes with gamma-tubulin in the centrioles at interphase and dividing cells and with glutamylated tubulin in basal bodies of ciliated cells. {ECO:0000250|UniProtKB:Q5VU57}.
P45481	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q92793}. Nucleus. Note=Recruited to nuclear bodies by SS18L1/CREST. In the presence of ALX1 relocalizes from the cytoplasm to the nucleus. {ECO:0000250|UniProtKB:Q92793}.
Q9DBY5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q8CDN1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q6GQU0	reviewed	Mus musculus (Mouse)	
Q9D4K7	reviewed	Mus musculus (Mouse)	
Q3ULW6	reviewed	Mus musculus (Mouse)	
Q9D9B0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9D8L5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q7Z6B0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q7Z6B0}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q7Z6B0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q7Z6B0}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:Q7Z6B0}. Note=Colocalizes with GGA1, GGA2 and GGA3. {ECO:0000250|UniProtKB:Q7Z6B0}.
D3YZP9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=May be a cytoskeletal protein. {ECO:0000250}.
Q810M1	reviewed	Mus musculus (Mouse)	
Q8BGN2	reviewed	Mus musculus (Mouse)	
Q61490	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15345243, ECO:0000269|PubMed:16914752, ECO:0000269|PubMed:23169771, ECO:0000269|PubMed:9209500}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000269|PubMed:15345243}. Cell projection, dendrite {ECO:0000269|PubMed:15345243}. Note=Detected at the immunological synapse, i.e, at the contact zone between antigen-presenting dendritic cells and T-cells. Colocalizes with CD6 and the TCR/CD3 complex at the immunological synapse. {ECO:0000250|UniProtKB:Q13740}.
P25918	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P19437	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.
Q8K4F0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9CWK3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Predominantly nuclear. {ECO:0000250}.
Q63994	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.
E9Q7P9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q9BYE9}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9BYE9}. Cell projection, microvillus membrane {ECO:0000250|UniProtKB:Q9BYE9}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9BYE9}. Cell junction {ECO:0000250|UniProtKB:Q9BYE9}.
Q8VHF2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q9HBB8}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9HBB8}. Cell projection, microvillus membrane {ECO:0000250|UniProtKB:Q9HBB8}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9HBB8}.
Q80YP0	reviewed	Mus musculus (Mouse)	
Q9CPY4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12944431}. Nucleus {ECO:0000269|PubMed:12944431}. Note=Accumulates in immature oocytes in the nucleus. During the first meiotic division, accumulates in the cytoplasm and localizes in dots in the vicinity of the chromosomes in a region enriched in microtubules. {ECO:0000269|PubMed:12944431}.
Q3UTQ8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q32MD9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q8VEB3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q96GV9}. Cell projection, cilium {ECO:0000250|UniProtKB:Q96GV9}. Note=Localizes to the transition zone and proximal cilium in addition to being found throughout the cytoplasm. {ECO:0000250|UniProtKB:Q96GV9}.
Q8BI22	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}. Note=Associates with the mother centriole. {ECO:0000250}.
Q6A065	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23386061}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q5SW79}. Note=Associated with the mature mother centriole. Associated with spindle microtubules during mitosis (By similarity). Localizes to the distal appendage region of the centriole. {ECO:0000250|UniProtKB:Q5SW79, ECO:0000269|PubMed:23386061}.
Q8BI06	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Cell membrane {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:18448257, ECO:0000269|PubMed:24251095}. Secreted {ECO:0000250}. Note=Retained in the endoplasmic reticulum (ER) in a HSPA5/BIP-dependent manner. Strongly detected in the cytoplasm of breast carcinoma cells, whereas poorly detected in adjacent normal epithelial cells, stromal cells, or benign breast tissues. Localized in the nucleus and cytoplasm of colon adenocarcinomas (By similarity). Colocalized with clathrin heavy chain/CLTC in clathrin-coated vesicles. {ECO:0000250}.
Q8CDP0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17244818}.
Q00493	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:P15087}; Peripheral membrane protein {ECO:0000250|UniProtKB:P15087}. Secreted {ECO:0000250|UniProtKB:P15087}. Note=Associated with the secretory granule membrane through direct binding to lipid rafts in intragranular conditions. {ECO:0000250|UniProtKB:P15087}.
Q8R4V4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.
P48758	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm.
P23198	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8751383}. Note=May be associated with microtubules and mitotic poles during mitosis (Potential). Associates with euchromatin and is largely excluded from constitutive heterochromatin. {ECO:0000305}.
Q61686	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus. Chromosome. Chromosome, centromere. Note=Component of centromeric and pericentromeric heterochromatin. Associates with chromosomes during mitosis. Associates specifically with chromatin during metaphase and anaphase.
Q6P2K3	reviewed	Mus musculus (Mouse)	
Q3UX62	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000250|UniProtKB:Q96M63}.
Q6PB51	reviewed	Mus musculus (Mouse)	
Q8BVN0	reviewed	Mus musculus (Mouse)	
Q5U465	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q5SPX1	reviewed	Mus musculus (Mouse)	
Q0VG85	reviewed	Mus musculus (Mouse)	
Q8BXX9	reviewed	Mus musculus (Mouse)	
Q810N9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24394471}. Cell projection, cilium {ECO:0000250|UniProtKB:Q6AXT4}. Note=In caput spermatozoa, localized in the middle piece, predominantly concentrated at the mitochondrial sheath of the flagella and to a lesser extent with outer dense fibers (ODF) (By similarity). Colocalized with TEKT2 at the perinuclear region (PubMed:24394471). {ECO:0000250|UniProtKB:Q6AXT4, ECO:0000269|PubMed:24394471}.
E9PVB3	reviewed	Mus musculus (Mouse)	
J3QM76	reviewed	Mus musculus (Mouse)	
Q8C5V8	reviewed	Mus musculus (Mouse)	
P84444	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
Q8BHG3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein.
Q9DAL3	reviewed	Mus musculus (Mouse)	
Q8R2G6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:15325258, ECO:0000269|PubMed:18757743}.
Q9D6Y1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:20043878}.
Q8K2I2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
P10146	reviewed	Mus musculus (Mouse)	
P51678	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9CZL2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P18181	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor.
P21855	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
P11911	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10587346, ECO:0000269|PubMed:11238609, ECO:0000269|PubMed:15661879}; Single-pass type I membrane protein {ECO:0000269|PubMed:10587346, ECO:0000269|PubMed:11238609, ECO:0000269|PubMed:15661879}. Note=Following antigen binding, the BCR has been shown to translocate from detergent-soluble regions of the cell membrane to lipid rafts although signal transduction through the complex can also occur outside lipid rafts.
Q8BGZ4	reviewed	Mus musculus (Mouse)	
Q99JP4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
A2A6Q5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9Z1X9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus.
O35495	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasm. Nucleus. Note=Recruited to the cell membrane by CCNY. {ECO:0000250}.
Q8BWD8	reviewed	Mus musculus (Mouse)	
Q8BGU2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:17030622, ECO:0000269|PubMed:17331201}.
Q7TPZ8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q6P8K8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q8R4H4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q810U5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17503326}. Note=Associated with microtubules of the cytoskeleton and mitotic apparatus.
Q8BVC4	reviewed	Mus musculus (Mouse)	
Q9CZH8	reviewed	Mus musculus (Mouse)	
Q6PG04	reviewed	Mus musculus (Mouse)	
Q4VA36	reviewed	Mus musculus (Mouse)	
Q9JJ89	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17300783}.
Q9DA73	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q7ZW57}. Nucleus {ECO:0000250|UniProtKB:Q7ZW57}. Note=Uniformly distributed within the cell, but becomes recruited to the nucleus upon binding to HEY1. {ECO:0000250|UniProtKB:Q7ZW57}.
Q9DBT3	reviewed	Mus musculus (Mouse)	
O88602	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q71RJ2}.
Q8VHW4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane, postsynaptic density {ECO:0000250}.
P53702	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}. Membrane {ECO:0000250|UniProtKB:P53701}; Lipid-anchor {ECO:0000250|UniProtKB:P53701}.
O08786	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P09240	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
P48298	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
O89093	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P78556}.
Q8CII2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P10810	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21821728, ECO:0000269|PubMed:8612135}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:P08571}. Secreted {ECO:0000250|UniProtKB:P08571}. Membrane raft {ECO:0000250|UniProtKB:P08571}. Golgi apparatus {ECO:0000250|UniProtKB:P08571}. Note=Soluble, secreted forms seem to exist. They may arise by cleavage of the GPI anchor. {ECO:0000250|UniProtKB:P08571}.
P11609	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11754812}; Single-pass type I membrane protein {ECO:0000269|PubMed:11754812}. Endosome membrane {ECO:0000269|PubMed:11754812}. Lysosome membrane {ECO:0000269|PubMed:11754812}. Note=Subject to intracellular trafficking between the cell membrane, endosomes and lysosomes. {ECO:0000269|PubMed:11754812}.
Q64314	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P04235	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P24161	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9CWM2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q8BL00	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q6ZTQ4}; Single-pass type I membrane protein {ECO:0000250}.
P97377	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Nucleus, Cajal body {ECO:0000250}. Cytoplasm {ECO:0000250}. Endosome {ECO:0000250}. Note=Localized at the centrosomes in late G2 phase after separation of the centrosomes but before the start of prophase. Nuclear-cytoplasmic trafficking is mediated during the inhibition by 1,25-(OH)(2)D(3) (By similarity). {ECO:0000250}.
P30285	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Membrane {ECO:0000250}. Note=Cytoplasmic when non-complexed. Forms a cyclin D-CDK4 complex in the cytoplasm as cells progress through G(1) phase. The complex accumulates on the nuclear membrane and enters the nucleus on transition from G(1) to S phase. Also present in nucleoli and heterochromatin lumps. Colocalizes with RB1 after release into the nucleus (By similarity). {ECO:0000250}.
Q8CC36	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:17611540}.
P97817	reviewed	Mus musculus (Mouse)	
Q9DA64	reviewed	Mus musculus (Mouse)	
P18111	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus.
Q3V2D2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
D3YV10	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250|UniProtKB:Q8IYE1}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q8IYE1}.
Q3TVC7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q9CQL2	reviewed	Mus musculus (Mouse)	
Q9JJV4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11389205}; Multi-pass membrane protein {ECO:0000269|PubMed:11389205}.
Q8VHW3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q61458	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus.
Q640L3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasmic granule membrane {ECO:0000269|PubMed:17000758}; Single-pass type II membrane protein {ECO:0000269|PubMed:17000758}.
P08920	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9CZP7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P56528	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
P22646	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P07766}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P07766}.
P27548	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P29965}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P29965}. Cell surface {ECO:0000250|UniProtKB:P29965}.; SUBCELLULAR LOCATION: CD40 ligand, soluble form: Secreted {ECO:0000250|UniProtKB:P29965}.
P58019	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor.
P37217	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
Q8VCN6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q5U462	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Its shedding may lead to a soluble peptide. {ECO:0000250}.
P56389	reviewed	Mus musculus (Mouse)	
Q3UMM4	reviewed	Mus musculus (Mouse)	
Q69ZA1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}.
Q99J95	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22767893}. Cytoplasm {ECO:0000250}. Nucleus, PML body {ECO:0000250}. Note=Accumulates on chromatin in response to replication stress. Complexed with CCNT1 in nuclear speckles, but uncomplexed form in the cytoplasm. The translocation from nucleus to cytoplasm is XPO1/CRM1-dependent. Associates with PML body when acetylated (By similarity). {ECO:0000250}.
Q8R3A2	reviewed	Mus musculus (Mouse)	
Q8R4E9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14993212}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q9H211}. Note=Transiently localizes to kinetochores during prometaphase and metaphase. {ECO:0000250|UniProtKB:Q9H211}.
Q8BGC1	reviewed	Mus musculus (Mouse)	
P05208	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
Q9JKC6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.
Q6RT24	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:12361599, ECO:0000269|PubMed:12925705}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:12361599, ECO:0000269|PubMed:12925705}. Chromosome, centromere {ECO:0000250|UniProtKB:Q02224}. Note=Associates with kinetochores during congression (as early as prometaphase), relocates to the spindle midzone at anaphase, and is quantitatively discarded at the end of the cell division (PubMed:12361599, PubMed:12925705). Recruited to the kinetochore in a SEPT7, CENPQ and TRAPPC12-dependent manner. Recruited to the pericentromeric/centromeric regions of the chromosome in a CTCF-dependent manner (By similarity). {ECO:0000250|UniProtKB:Q02224, ECO:0000269|PubMed:12361599, ECO:0000269|PubMed:12925705}.
Q9CQA8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q96LK0}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q96LK0}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q96LK0}. Note=Associates with the mother centriole in early interphase. Localizes to spindle poles during mitosis, and to distinct foci oriented towards the midbody at telophase. {ECO:0000250|UniProtKB:Q96LK0}.
Q8BMK0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q6P2H3}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q6P2H3}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q6P2H3}. Note=Localizes to centrosomes and nucleolus in interphase. Upon entry into mitosis, relocates from nucleolus and accumulates at spindle poles. Associated with the pericentriolar material. Localizes to centrosomes at a low level in G1 phase and a slightly increased level in S phase, with gradually elevated levels during G2 phase. The levels at centrosomes further increase at G2/M, reaching a peak at spindle poles at early mitotic stages and remain high until the end of anaphase. {ECO:0000250|UniProtKB:Q6P2H3}.
Q9D727	reviewed	Mus musculus (Mouse)	
Q8BTU1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250}. Cell projection, cilium {ECO:0000250}.
Q61129	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted, extracellular space.
Q61362	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted, extracellular space. Cytoplasm. Endoplasmic reticulum. Note=Detected in bronchoalveolar lavage (BAL) fluids. Localizes mainly to endoplasmic reticulum when overexpressed in cells, with some protein also detected throughout the cytoplasm.
Q03311	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q9QUP4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Golgi membrane, early secretory pathway. {ECO:0000250}.
Q76EC5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q6PGK7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q3UHX9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q5T280}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q5T280}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5T280}. Note=Associated with the outer kinetochore. {ECO:0000250|UniProtKB:Q5T280}.
Q3TQ03	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus. Nucleus, PML body. Note=Co-localizes with the CLOCK-ARNTL/BMAL1 heterodimer in the PML body.
Q3TZA2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P39689	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:20154723}.
P46414	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Endosome. Note=Nuclear and cytoplasmic in quiescent cells. AKT- or RSK-mediated phosphorylation on Thr-197, binds 14-3-3, translocates to the cytoplasm and promotes cell cycle progression. Mitogen-activated UHMK1 phosphorylation on Ser-10 also results in translocation to the cytoplasm and cell cycle progression. Phosphorylation on Ser-10 facilitates nuclear export. Translocates to the nucleus on phosphorylation of Tyr-88 and Tyr-89 (By similarity). Colocalizes at the endosome with SNX6; this leads to lysosomal degradation. {ECO:0000250}.
Q4VAA2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12606058}.
Q9D5D8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18450745}.
Q80X32	reviewed	Mus musculus (Mouse)	
