Entry	Status	Organism	Subcellular location [CC]
P36953	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
Q32PX9	reviewed	Rattus norvegicus (Rat)	
Q6DTM3	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q8K3E5}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q8K3E5}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q8N157}.
Q9JM53	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion intermembrane space. Mitochondrion inner membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Nucleus {ECO:0000250}. Note=Proteolytic cleavage during or just after translocation into the mitochondrial intermembrane space (IMS) results in the formation of an inner-membrane-anchored mature form (AIFmit). During apoptosis, further proteolytic processing leads to a mature form, which is confined to the mitochondrial IMS in a soluble form (AIFsol). AIFsol is released to the cytoplasm in response to specific death signals, and translocated to the nucleus, where it induces nuclear apoptosis. Colocalizes with EIF3G in the nucleus and perinuclear region (By similarity). {ECO:0000250}.
P31210	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
Q6JP77	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Isoform Gamma: Nucleus {ECO:0000250|UniProtKB:F8VQ58, ECO:0000250|UniProtKB:Q9P0M2}. Cytoplasm {ECO:0000250|UniProtKB:F8VQ58, ECO:0000250|UniProtKB:Q9P0M2}.; SUBCELLULAR LOCATION: Isoform Delta: Nucleus {ECO:0000269|PubMed:15037626}. Cell membrane {ECO:0000269|PubMed:15037626}. Note=Cotranslocates with AQP2 to the plasma membrane in response to arginine-vasopressin (AVP) stimulation in inner medullary collecting duct (IMCD) cells. {ECO:0000269|PubMed:15037626}.
P47197	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q60823}. Nucleus {ECO:0000250|UniProtKB:Q60823}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Early endosome {ECO:0000250|UniProtKB:Q60823}. Note=Localizes within both nucleus and cytoplasm of proliferative primary myoblasts and mostly within the nucleus of differentiated primary myoblasts. By virtue of the N-terminal PH domain, is recruited to sites of the plasma membrane containing increased PI(3,4,5)P3 or PI(3,4)P2, cell membrane targeting is also facilitared by interaction with CLIP3. Colocalizes with WDFY2 in early endosomes. {ECO:0000250|UniProtKB:Q60823}.
P02770	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
Q3T1L5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
F1M3G7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q12802}. Cytoplasm {ECO:0000250|UniProtKB:Q12802}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q12802}. Nucleus {ECO:0000250|UniProtKB:Q12802}. Membrane {ECO:0000250|UniProtKB:Q12802}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q12802}. Note=Colocalizes with the actin cytoskeleton at the cell cortex. {ECO:0000250|UniProtKB:Q12802}.
Q5XI42	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Note=Primarily in the plasma membrane as well as in some punctate structures in the cytoplasm. {ECO:0000250}.
P11884	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix.
P05065	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, I band. Cytoplasm, myofibril, sarcomere, M line. Note=In skeletal muscle, accumulates around the M line and within the I band, colocalizing with FBP2 on both sides of the Z line in the absence of Ca(2+). {ECO:0000250}.
A0JPQ8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q63042	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion intermembrane space {ECO:0000250}.
P14925	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane; Single-pass membrane protein. Note=Secretory granules.
P15684	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2564389}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P15144}. Note=Also found as a soluble form. {ECO:0000250|UniProtKB:P15144}.
Q99068	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Rough endoplasmic reticulum lumen {ECO:0000250|UniProtKB:P30533}. Endoplasmic reticulum-Golgi intermediate compartment lumen {ECO:0000250|UniProtKB:P30533}. Golgi apparatus, cis-Golgi network {ECO:0000250|UniProtKB:P30533}. Golgi apparatus lumen {ECO:0000250|UniProtKB:P30533}. Endosome lumen {ECO:0000250|UniProtKB:P30533}. Cell surface {ECO:0000250|UniProtKB:P30533}. Note=May be associated with receptors at the cell surface. {ECO:0000250|UniProtKB:P30533}.
Q499N2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Late endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Lysosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=May cycle on and off membranes. {ECO:0000250}.
A1L1K3	reviewed	Rattus norvegicus (Rat)	
P70478	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000250|UniProtKB:P25054}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P25054}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:P25054}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:P25054}. Cytoplasm {ECO:0000250|UniProtKB:P25054}. Cell membrane {ECO:0000250|UniProtKB:P25054}. Note=Associated with the microtubule network at the growing distal tip of microtubules. Accumulates in the lamellipodium and ruffle membrane in response to hepatocyte growth factor (HGF) treatment. The MEMO1-RHOA-DIAPH1 signaling pathway controls localization of the phosphorylated form to the cell membrane. {ECO:0000250|UniProtKB:P25054}.
P06759	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02656}.
Q5U777	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q64640	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P55263}.
P43145	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
Q5M886	reviewed	Rattus norvegicus (Rat)	
Q6AYQ2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q5U1Y4	reviewed	Rattus norvegicus (Rat)	
Q63639	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
Q5XIC8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q96Q83}. Cytoplasm {ECO:0000250|UniProtKB:Q96Q83}. Note=Predominantly localizes to the nucleus. {ECO:0000250|UniProtKB:Q96Q83}.
D3ZKD3	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}.
B2RZ42	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P0C5Y8	reviewed	Rattus norvegicus (Rat)	
Q7TNJ4	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000269|PubMed:12843293}. Note=Associated with nucleus as well as plasma membrane. Restricted to somata of cerebellar as well as hippocampal neurons.
G3V735	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Recycling endosome {ECO:0000250}.
P00689	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted, extracellular space.
P70505	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9JK15	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Constitutively associated with the plasma membrane. Excluded from the nucleus (By similarity). {ECO:0000250}.
Q920P6	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Extracellular side {ECO:0000250}. Cell junction {ECO:0000250|UniProtKB:P00813}. Cytoplasmic vesicle lumen {ECO:0000269|PubMed:19900420, ECO:0000269|PubMed:8783262}. Cytoplasm {ECO:0000250}. Lysosome {ECO:0000250|UniProtKB:P00813}. Note=Colocalized with DPP4 at the cell surface. {ECO:0000250|UniProtKB:P00813}.
Q04400	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P30803}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P30803}. Cell projection, cilium {ECO:0000250|UniProtKB:P84309}.
Q8K3V3	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9Y653}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: ADGRG1 N-terminal fragment: Secreted {ECO:0000250|UniProtKB:Q9Y653}.; SUBCELLULAR LOCATION: ADGRG1 C-terminal fragment: Membrane raft {ECO:0000250|UniProtKB:Q9Y653}. Note=Interaction with its ligand COL3A1 leads to the release of ADGRG1 NT from the membrane and triggers the association of ADGRG1 CT with lipid rafts. {ECO:0000250|UniProtKB:Q9Y653}.
P25304	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse {ECO:0000269|PubMed:8653787}. Cell membrane {ECO:0000269|PubMed:11161480}; Single-pass type II membrane protein {ECO:0000269|PubMed:11161480}.
P29089	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P23565	reviewed	Rattus norvegicus (Rat)	
Q5QD51	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Membrane {ECO:0000250|UniProtKB:Q02952}; Lipid-anchor {ECO:0000250|UniProtKB:Q02952}.
Q5FVK8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P0C2X9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q9JLJ3	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
P15207	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P10275, ECO:0000269|PubMed:9725910}. Cytoplasm {ECO:0000250|UniProtKB:P10275}. Note=Predominantly cytoplasmic in unligated form but translocates to the nucleus upon ligand-binding. Can also translocate to the nucleus in unligated form in the presence of RACK1. {ECO:0000250|UniProtKB:P10275}.
Q6IFT6	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q6IWH7}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q6IWH7}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q6IWH7}. Note=Concentrates at sites of cell-cell contact. Shows an intracellular localization. {ECO:0000250|UniProtKB:Q6IWH7}.
Q5Y4N8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q14246}; Multi-pass membrane protein {ECO:0000255}.
P35351	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O08838	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}.
Q400C9	reviewed	Rattus norvegicus (Rat)	
P13205	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
P55207	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
P84092	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Membrane, coated pit {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV. {ECO:0000250}.
P80202	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
P80203	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P37023}; Single-pass type I membrane protein {ECO:0000255}.
Q8CGZ2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000269|PubMed:12446711}. Nucleus {ECO:0000250|UniProtKB:Q9Y2D8}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250|UniProtKB:Q9Y2D8}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q9Y2D8}. Note=Not found at cell-matrix AJs.
Q9JMB5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q16186}. Nucleus {ECO:0000250|UniProtKB:Q16186}.
Q09073	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
P24483	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix.
Q8CGU4	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
Q8CJ11	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:12420295}; Multi-pass membrane protein {ECO:0000255}.
O88923	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q9Z173	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80TS3}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q80TS3}. Cell projection, axon {ECO:0000250|UniProtKB:Q80TS3}. Cell junction {ECO:0000250|UniProtKB:Q80TS3}.
Q9ESC1	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11050079}; Multi-pass membrane protein {ECO:0000255}.
Q75NT5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Predominantly in the nuclear compartment. First cytoplasmic, translocates into the nuclear compartment upon interaction with ARNT in the cytoplasmic compartment (By similarity). {ECO:0000250}.
Q9JLG9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q4W8E7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Apical cell membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Cell junction, adherens junction {ECO:0000250}. Note=Mainly basolateral. Localization is mediated by AP1M2 (By similarity). {ECO:0000250}.
Q5U2Z2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11860269}. Cell membrane {ECO:0000269|PubMed:11860269}. Cell junction {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, P-body {ECO:0000250}. Note=Shuttles between the cytoplasm and the nucleus (By similarity). Localizes on centrosomes during G2-M phase (By similarity). Colocalizes with GFI1 in the nucleus (By similarity). Preferentially colocalizes with cadherin-adhesive complexes at sites of cell-cell contacts. {ECO:0000250}.
Q66HF8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P13601	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
P35859	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted, extracellular space.
Q80ZD7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80ZD8}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q80ZD8}. Perikaryon {ECO:0000250|UniProtKB:Q80ZD8}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q80ZD8}. Cell projection, axon {ECO:0000269|PubMed:12629050}. Note=Associated with axons of neuronal cells (PubMed:12629050). Colocalizes with KCNB1 at high-density somatodendritic clusters on the surface of hippocampal and cortical neurons (By similarity). {ECO:0000250|UniProtKB:Q80ZD8}.
Q400C7	reviewed	Rattus norvegicus (Rat)	
Q9EST6	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10913355, ECO:0000269|PubMed:11162633}. Note=Accumulates in the nuclei at the S phase.
Q5BJT1	reviewed	Rattus norvegicus (Rat)	
B2RYM0	reviewed	Rattus norvegicus (Rat)	
P18910	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P16067	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P20594}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P20594}.
P0C6S7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 2: Nucleus.; SUBCELLULAR LOCATION: Isoform 3: Cell junction, synapse, postsynaptic cell membrane, postsynaptic density. Cell projection, dendritic spine. Nucleus. Nucleus, Cajal body. Note=The synaptic localization requires DLG4 interaction. Translocation to the nucleus in response to stimulation of NMDA receptors (NMDARs) in a calcium-independent manner.
P55260	reviewed	Rattus norvegicus (Rat)	
P48037	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Melanosome {ECO:0000250}.
Q4FZU6	reviewed	Rattus norvegicus (Rat)	
P36633	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted, extracellular space.
Q05140	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles in the plasma membrane.
O70248	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250}.
P55009	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O70200}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:O70200}; Peripheral membrane protein {ECO:0000250|UniProtKB:O70200}; Cytoplasmic side {ECO:0000250|UniProtKB:O70200}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:O70200}. Note=Associated with the actin cytoskeleton at membrane ruffles and at sites of phagocytosis. {ECO:0000250|UniProtKB:O70200}.
Q6AY08	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8BVM7}. Cytoplasmic granule {ECO:0000250|UniProtKB:Q8BVM7}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q8BVM7}. Note=Expressed in the principal piece of the sperm tail, nearest the sperm head. {ECO:0000250|UniProtKB:Q8BVM7}.
Q5RJP0	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P00884	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250}.
P49911	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Note=Translocates to the cytoplasm during the process of neuritogenesis. Shuttles between nucleus and cytoplasm (By similarity). {ECO:0000250}.
P01161	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
Q6TMA8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted. Secreted, extracellular space, extracellular matrix. Note=The unprocessed form interacts with the extracellular matrix. This may constitute a dynamic reservoir, a regulatory mechanism of the bioavailability of ANGPTL4 (By similarity). {ECO:0000250}.
Q8R560	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9043061, ECO:0000269|PubMed:9278441}.
Q5M9H0	reviewed	Rattus norvegicus (Rat)	
Q566C8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Midbody {ECO:0000250}. Note=Shuttles between nucleus and cytoplasm during the cell cycle. EPO stimulation induces nuclear accumulation (By similarity). {ECO:0000250}.
P07150	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12467520}. Cytoplasm {ECO:0000269|PubMed:12467520}. Cell projection, cilium {ECO:0000250|UniProtKB:P10107}. Basolateral cell membrane {ECO:0000250|UniProtKB:P51662}. Lateral cell membrane {ECO:0000250|UniProtKB:P10107}. Cell membrane {ECO:0000250|UniProtKB:P10107}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10107}. Apical cell membrane {ECO:0000250|UniProtKB:P10107}. Membrane {ECO:0000269|PubMed:3020049}; Peripheral membrane protein {ECO:0000269|PubMed:3020049}. Endosome membrane {ECO:0000269|PubMed:3020049}; Peripheral membrane protein {ECO:0000269|PubMed:3020049}. Secreted {ECO:0000250|UniProtKB:P10107}. Secreted, extracellular space {ECO:0000250|UniProtKB:P04083}. Cell membrane {ECO:0000250|UniProtKB:P04083}; Peripheral membrane protein {ECO:0000250|UniProtKB:P04083}; Extracellular side {ECO:0000250|UniProtKB:P04083}. Early endosome {ECO:0000250|UniProtKB:P19619}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P19619}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19619}. Secreted, exosome {ECO:0000250|UniProtKB:P10107}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250|UniProtKB:P10107}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:P10107}. Note=Colocalizes with actin fibers at phagocytic cups. Secreted, at least in part via exosomes and other secretory vesicles. Detected in exosomes and other extracellular vesicles. Secretion is increased in response to wounding and inflammation (By similarity). Detected in gelatinase granules in resting neutrophils. Neutrophil adhesion to endothelial cells stimulates secretion via gelatinase granules, but foreign particle phagocytosis has no effect. Displays calcium-dependent binding to phospholipid membranes (PubMed:3020049). {ECO:0000250|UniProtKB:P04083, ECO:0000250|UniProtKB:P10107, ECO:0000269|PubMed:3020049}.
P19643	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass type IV membrane protein; Cytoplasmic side.
O35431	reviewed	Rattus norvegicus (Rat)	
P46933	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane. Cytoplasm. Nucleus. Cell projection, growth cone. Nucleus speckle {ECO:0000250}. Note=In normal conditions, it mainly localizes to the cytoplasm, while a small fraction is tethered to the cell membrane via its interaction with APP. Following exposure to DNA damaging agents, it is released from cell membrane and translocates to the nucleus. Nuclear translocation is under the regulation of APP. Colocalizes with TSHZ3 in axonal growth cone. Colocalizes with NEK6 at the nuclear speckles (By similarity). Phosphorylation at Ser-611 by SGK1 promotes its localization to the nucleus. {ECO:0000250}.
Q3KR54	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P61312	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
P20291	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P09117	reviewed	Rattus norvegicus (Rat)	
P07943	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
Q9Z213	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11447126}; Peripheral membrane protein {ECO:0000269|PubMed:11447126}. Cell projection, ruffle {ECO:0000269|PubMed:11447126}. Note=Predominantly associated with cell membrane ruffles.
P70473	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome. Mitochondrion.
Q62893	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P10759	reviewed	Rattus norvegicus (Rat)	
P50123	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
Q4KLH5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P52594}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P52594}.
Q62924	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome.
O35817	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=In fibrous sheath from epididymal sperm.
P51652	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
Q63484	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Membrane-associated after cell stimulation leading to its translocation. {ECO:0000250}.
Q63087	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12390248, ECO:0000269|PubMed:12929931}.
Q64240	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
P0C0T2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000250|UniProtKB:Q6GQX6}. Cytoplasm {ECO:0000269|PubMed:19324013}. Note=Localizes to the proximal region of the primary cilium in the presence of INVS. {ECO:0000250|UniProtKB:Q6GQX6}.
Q63009	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Cytoplasm, cytosol {ECO:0000269|PubMed:15837430}. Note=Mostly found in the cytoplasm. Colocalizes with CHTOP within the nucleus. Low levels detected also in the chromatin fraction (By similarity). {ECO:0000250}.
